State,Date,Province_State,population,Amount_2019_weekly,Amount_2020_weekly,Dine_In_2019_weekly,Dine_In_2020_weekly,Off_Prem_2019_weekly,Off_Prem_2020_weekly,confirmed.add_weekly,deaths.add_weekly,recreation_mob_weekly,residential_mob_weekly,Urbanization.rate,DJUSRU,DJUSRU.t1,DJUSRU.t2,DJUSRU.t3,DJUSRU.t4,DJUSRU.t5,DJUSRU.t6
MN,2020/6/15,Minnesota,5639632,349717.3029,231601.6986,310659.2714,139637.3586,39058.03143,91964.34,349.8571429,11.85714286,-10,8.142857143,0.733,1782.18,1907.06,1889.56,1764.85,1747.03,1675.93,1686.93
MN,2020/6/22,Minnesota,5639632,351414.7043,227248.9771,312286.8943,143983.9829,39127.81,83264.99429,375.5714286,6.857142857,-9.714285714,7.857142857,0.733,1735.17,1920.39,1907.06,1889.56,1764.85,1747.03,1675.93
MN,2020/6/29,Minnesota,5639632,304108.0171,170669.6043,273556.8129,105530.3629,30551.20429,65139.24143,369.5714286,6.857142857,-10,7.857142857,0.733,1734.4,1918.59,1920.39,1907.06,1889.56,1764.85,1747.03
MO,2020/2/17,Missouri,6626371,585258.5114,589780.2586,508801.07,511282.2086,76457.44143,78498.05,0,0,6.142857143,-0.285714286,0.704,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8,1967.95
MO,2020/2/24,Missouri,6626371,555325.7514,575742.0643,482875.5671,497941.24,72450.18429,77800.82429,0,0,10.57142857,-1.714285714,0.704,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8
MO,2020/3/2,Missouri,6626371,591505.3129,597014.7614,517164.8557,519825.2757,74340.45714,77189.48571,0.142857143,0,14.14285714,-2.285714286,0.704,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36
MO,2020/3/9,Missouri,6626371,639806.3829,488523.7671,558181.5743,413233.9757,81624.80857,75289.79143,0.571428571,0,6.428571429,0.428571429,0.704,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57
MO,2020/3/16,Missouri,6626371,640170.2786,225900.4843,568164.8386,111540.1143,72005.44,114360.37,16.71428571,0.428571429,-21.42857143,9.285714286,0.704,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68
MO,2020/3/23,Missouri,6626371,634021.4486,188305.2529,554899.4414,58781.81429,79122.00714,129523.4386,116,1.857142857,-38.57142857,14.57142857,0.704,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36
MO,2020/3/30,Missouri,6626371,642611.3957,189505.3071,563153.3,54341.54286,79458.09571,135163.7643,233.4285714,6.857142857,-37.14285714,15.28571429,0.704,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43
MO,2020/4/6,Missouri,6626371,635769.6143,198667.5071,555489.7986,55560.79857,80279.81571,143106.7086,280.8571429,13.28571429,-42,15.85714286,0.704,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53
MO,2020/4/13,Missouri,6626371,598482.4943,235417.6986,521542.2829,64522.77286,76940.21143,170894.9257,192.4285714,12.14285714,-33.28571429,15,0.704,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97
