State,Date,Province_State,population,Amount_2019_weekly,Amount_2020_weekly,Dine_In_2019_weekly,Dine_In_2020_weekly,Off_Prem_2019_weekly,Off_Prem_2020_weekly,confirmed.add_weekly,deaths.add_weekly,recreation_mob_weekly,residential_mob_weekly,Urbanization.rate,DJUSRU,DJUSRU.t1,DJUSRU.t2,DJUSRU.t3,DJUSRU.t4,DJUSRU.t5,DJUSRU.t6
MO,2020/6/15,Missouri,6626371,665229.6414,505794.0657,577748.7757,351387.11,87480.86571,154406.9557,313.8571429,12.28571429,-0.714285714,4.857142857,0.704,1782.18,1907.06,1889.56,1764.85,1747.03,1675.93,1686.93
MO,2020/6/22,Missouri,6626371,673081.3614,482330.1386,588970.3814,342050.1243,84110.98,140280.0143,333.8571429,5.571428571,-1.714285714,5.571428571,0.704,1735.17,1920.39,1907.06,1889.56,1764.85,1747.03,1675.93
MO,2020/6/29,Missouri,6626371,616419.3014,437583.88,533281.7471,297329.7357,83137.55429,140254.1443,431.4285714,5.285714286,-1.857142857,5.857142857,0.704,1734.4,1918.59,1920.39,1907.06,1889.56,1764.85,1747.03
MS,2020/2/17,Mississippi,2976149,159773.4129,171019.5443,149695.4029,160645.7486,10078.01,10373.79571,0,0,1.285714286,1,0.493,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8,1967.95
MS,2020/2/24,Mississippi,2976149,165273.14,179328.3629,154091.8429,168088.7671,11181.29714,11239.59571,0,0,15.71428571,-1.428571429,0.493,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8
MS,2020/3/2,Mississippi,2976149,178152.7086,167432.1114,167922.3143,157131.3643,10230.39429,10300.74714,0,0,15.28571429,-1.428571429,0.493,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36
MS,2020/3/9,Mississippi,2976149,177252.6171,163328.4643,167706.3843,154000.6943,9546.232857,9327.77,0.857142857,0,9.571428571,0.285714286,0.493,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57
MS,2020/3/16,Mississippi,2976149,191096.8457,54839.73857,180881.9929,43588.59714,10214.85286,11251.14143,28.71428571,0.142857143,-15.14285714,8,0.493,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68
MS,2020/3/23,Mississippi,2976149,189283.9314,27071.24857,178640.4014,19006.54571,10643.53,8064.702857,78.85714286,1.857142857,-28.42857143,12,0.493,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36
MS,2020/3/30,Mississippi,2976149,172761.35,26230.24286,162089.1329,18949.16286,10672.21714,7281.08,125.5714286,4.142857143,-29.42857143,13.57142857,0.493,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43
MS,2020/4/6,Mississippi,2976149,161014.2071,29356.04143,150996.0414,20248.51429,10018.16571,9107.527143,163.2857143,7.571428571,-36.85714286,15.71428571,0.493,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53
MS,2020/4/13,Mississippi,2976149,178347.8214,36363.32,168117.2114,25524.43,10230.61,10838.89,213.2857143,9,-25.71428571,13.57142857,0.493,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97
MS,2020/4/20,Mississippi,2976149,189743.37,45969.80286,179897.3171,32329.60143,9846.052857,13640.20143,233.8571429,9.714285714,-21,12.57142857,0.493,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21
MS,2020/4/27,Mississippi,2976149,177810.26,51165.35714,167629.05,37104.02429,10181.21,14061.33286,234.1428571,10.85714286,-12.85714286,9.857142857,0.493,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34
MS,2020/5/4,Mississippi,2976149,193821.2571,69387.22429,183436.6471,52650.08286,10384.61,16737.14143,278.7142857,18.14285714,-8.428571429,9.285714286,0.493,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38
MS,2020/5/11,Mississippi,2976149,189142.6186,83609.08,179126.2671,67515.8,10016.35143,16093.28,256.4285714,13,-7.142857143,8.571428571,0.493,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35
MS,2020/5/18,Mississippi,2976149,205286.0143,94306.33571,195594.5371,79891.71714,9691.477143,14414.61857,280.5714286,14.85714286,-2.571428571,7.428571429,0.493,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7
MS,2020/5/25,Mississippi,2976149,195300.2257,99990.09286,186260.3271,85277.81286,9039.898571,14712.28,323.2857143,15.57142857,-5,8.428571429,0.493,1780.07,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63
MS,2020/6/1,Mississippi,2976149,200308.2514,118384.24,190752.1771,103762.5414,9556.074286,14621.69857,249.5714286,11.85714286,-0.571428571,6.285714286,0.493,1830.86,1764.85,1747.03,1675.93,1686.93,1733.53,1685.4
MS,2020/6/8,Mississippi,2976149,202363.2871,141338.1514,192549.5657,125186.4257,9813.721429,16151.72571,320.8571429,10.57142857,-0.714285714,6,0.493,1833.02,1889.56,1764.85,1747.03,1675.93,1686.93,1733.53
MS,2020/6/15,Mississippi,2976149,205833.0771,149738.2943,196079.5314,134397.8357,9753.545714,15340.45857,160.7142857,6.714285714,1.714285714,4.571428571,0.493,1782.18,1907.06,1889.56,1764.85,1747.03,1675.93,1686.93
MS,2020/6/22,Mississippi,2976149,197021.4614,143952.34,186723.1271,128430.3757,10298.33429,15521.96429,750.1428571,14.42857143,-3.571428571,6.285714286,0.493,1735.17,1920.39,1907.06,1889.56,1764.85,1747.03,1675.93
MS,2020/6/29,Mississippi,2976149,164952.3857,110142.6643,156868.8943,97124.74429,8083.491429,13017.92,715.4285714,10.28571429,-0.857142857,6.428571429,0.493,1734.4,1918.59,1920.39,1907.06,1889.56,1764.85,1747.03
MT,2020/2/17,Montana,1068778,86973.24857,93422.71571,80088.68714,85059.54143,6884.561429,8363.174286,0,0,4.714285714,0.285714286,0.559,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8,1967.95
MT,2020/2/24,Montana,1068778,76238.77286,92939.08429,69882.27571,84509.13,6356.497143,8429.954286,0,0,9.857142857,-0.857142857,0.559,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8
MT,2020/3/2,Montana,1068778,96387.54714,90184.07286,88873.40857,81905.28286,7514.138571,8278.79,0,0,10,-0.714285714,0.559,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36
MT,2020/3/9,Montana,1068778,99271.47143,80548.02857,91282.72286,73472.10857,7988.748571,7075.92,0.857142857,0,0.428571429,1,0.559,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57
MT,2020/3/16,Montana,1068778,94409.66714,25499.85143,87011.70571,16111.94286,7397.961429,9387.908571,4,0,-27.14285714,8.571428571,0.559,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68
MT,2020/3/23,Montana,1068778,95540.15143,19688.05857,87260.29,7660.004286,8279.861429,12028.05429,17.14285714,0.142857143,-40.28571429,12.85714286,0.559,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36
MT,2020/3/30,Montana,1068778,86086.35143,20989.20714,78661.27143,8294.045714,7425.08,12695.16143,18.85714286,0.714285714,-45.28571429,15.28571429,0.559,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43
MT,2020/4/6,Montana,1068778,87793.07429,23811.13714,80980.17143,8909.861429,6812.902857,14901.27571,14.42857143,0,-43.85714286,14.28571429,0.559,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53
MT,2020/4/13,Montana,1068778,88884.95714,26307.88571,81798.12857,9983.402857,7086.828571,16324.48286,6.571428571,0.571428571,-37.28571429,13.42857143,0.559,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97
MT,2020/4/20,Montana,1068778,87752.83143,25957.34429,80888.69429,9931.7,6864.137143,16025.64429,2.142857143,0.571428571,-32.42857143,11,0.559,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21
MT,2020/4/27,Montana,1068778,92429.65571,25266.96429,85559.50714,9554.628571,6870.148571,15712.33571,1,0.285714286,-22.71428571,8,0.559,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34
MT,2020/5/4,Montana,1068778,98940.78714,65337.83571,91521.40857,51420.31857,7419.378571,13917.51714,0.428571429,0,-11.42857143,7.142857143,0.559,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38
MT,2020/5/11,Montana,1068778,90308.10143,58487.25714,83110.43143,48981.01286,7197.67,9506.244286,1.428571429,0,-11,6.857142857,0.559,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35
MT,2020/5/18,Montana,1068778,97244.34714,67444.10143,89602.52143,57733.75,7641.825714,9710.351429,1.571428571,0,-4.857142857,5.571428571,0.559,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7
MT,2020/5/25,Montana,1068778,93832.84571,72021.11143,86781.17,62550.10571,7051.675714,9471.005714,5.142857143,0.142857143,-3.142857143,4.285714286,0.559,1780.07,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63
MT,2020/6/1,Montana,1068778,100782.0329,78331.71714,93295.64571,70250.73286,7486.387143,8080.984286,4.285714286,0.142857143,3.571428571,3.142857143,0.559,1830.86,1764.85,1747.03,1675.93,1686.93,1733.53,1685.4
MT,2020/6/8,Montana,1068778,110095.8971,88138.23,102706.7243,79486.19571,7389.172857,8652.034286,8,0.142857143,4.428571429,3,0.559,1833.02,1889.56,1764.85,1747.03,1675.93,1686.93,1733.53
MT,2020/6/15,Montana,1068778,112879.6229,100097.4857,104488.3086,90381.49286,8391.314286,9715.992857,16.57142857,0.142857143,6.857142857,2.142857143,0.559,1782.18,1907.06,1889.56,1764.85,1747.03,1675.93,1686.93
MT,2020/6/22,Montana,1068778,116391.9029,100473.4729,108383.1971,89539.61,8008.705714,10933.86286,20.85714286,0.285714286,8.714285714,1.714285714,0.559,1735.17,1920.39,1907.06,1889.56,1764.85,1747.03,1675.93
MT,2020/6/29,Montana,1068778,139680.0186,105054.3486,131143.3443,92020.45286,8536.674286,13033.89571,49.85714286,0.142857143,7.857142857,2.428571429,0.559,1734.4,1918.59,1920.39,1907.06,1889.56,1764.85,1747.03
NC,2020/2/17,North Carolina,10488084,649054.6043,632109.3229,558629.6686,517710.3643,90424.93571,114398.9586,0,0,-0.571428571,2.571428571,0.661,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8,1967.95
NC,2020/2/24,North Carolina,10488084,676282.1886,668330.7514,582025.5657,539772.1457,94256.62286,128558.6057,0,0,9,-1.285714286,0.661,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8
NC,2020/3/2,North Carolina,10488084,661008.59,659444.4771,570803.7271,532137.3771,90204.86286,127307.1,0.285714286,0,8.857142857,-1,0.661,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36
NC,2020/3/9,North Carolina,10488084,720524.3086,590000.3171,625521.15,471109.0443,95003.15857,118891.2729,4.285714286,0,4,0.285714286,0.661,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57
NC,2020/3/16,North Carolina,10488084,700310.2429,236788.4386,607845.44,107508.4429,92464.80286,129279.9957,39,0,-22.57142857,9,0.661,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68
NC,2020/3/23,North Carolina,10488084,713592.9557,194791.8886,616347.3143,63282.97,97245.64143,131508.9186,126.5714286,1,-34.42857143,13.71428571,0.661,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36
NC,2020/3/30,North Carolina,10488084,699107.4429,191946.5671,603047.56,54659.47,96059.88286,137287.0971,208.2857143,4.428571429,-38.14285714,15.71428571,0.661,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43
NC,2020/4/6,North Carolina,10488084,683326.4929,199465.2786,587424.21,58561.14429,95902.28286,140904.1343,274.4285714,7.285714286,-40,16.14285714,0.661,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53
NC,2020/4/13,North Carolina,10488084,680340.3457,232727.0671,593088.4143,62918.13857,87251.93143,169808.9286,290.1428571,15.85714286,-33.42857143,15.28571429,0.661,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97
NC,2020/4/20,North Carolina,10488084,721639.6414,241894.6129,624266.7229,65040.82571,97372.91857,176853.7871,342.2857143,17.71428571,-33,15.28571429,0.661,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21
NC,2020/4/27,North Carolina,10488084,710612.4843,264139.0871,613045.1929,75730.32,97567.29143,188408.7671,396.1428571,15.71428571,-25.71428571,12.71428571,0.661,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34
NC,2020/5/4,North Carolina,10488084,762707.0686,286497.8814,662794.2743,79391.91143,99912.79429,207105.97,452.5714286,18.57142857,-22.57142857,12.14285714,0.661,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38
NC,2020/5/11,North Carolina,10488084,737107.2543,276088.7443,636308.8357,76759.66714,100798.4186,199329.0771,533.5714286,17.42857143,-22.28571429,11.14285714,0.661,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35
NC,2020/5/18,North Carolina,10488084,724942.5143,334401.7043,631075.1857,132021.6086,93867.32857,202380.0957,670.2857143,14,-22.14285714,12.14285714,0.661,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7
NC,2020/5/25,North Carolina,10488084,696578.9286,415140.4786,599415.6586,213851.1329,97163.27,201289.3457,774.2857143,21.85714286,-16.57142857,11.14285714,0.661,1780.07,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63
NC,2020/6/1,North Carolina,10488084,728308.9771,452776.2886,624711.5871,250677.7371,103597.39,202098.5514,977.1428571,13.57142857,-10.71428571,8,0.661,1830.86,1764.85,1747.03,1675.93,1686.93,1733.53,1685.4
NC,2020/6/8,North Carolina,10488084,767987.8914,502885.2843,663714.0457,298235.4443,104273.8457,204649.84,1234.142857,14.28571429,-10.71428571,7.714285714,0.661,1833.02,1889.56,1764.85,1747.03,1675.93,1686.93,1733.53
NC,2020/6/15,North Carolina,10488084,741770.4843,511641.3629,639952.3543,302920.2814,101818.13,208721.0814,1219.571429,13,-12.57142857,8,0.661,1782.18,1907.06,1889.56,1764.85,1747.03,1675.93,1686.93
NC,2020/6/22,North Carolina,10488084,756353.0429,502843.47,654471.0029,293309.9986,101882.04,209533.4714,1349.571429,18.42857143,-11.57142857,7.285714286,0.661,1735.17,1920.39,1907.06,1889.56,1764.85,1747.03,1675.93
NC,2020/6/29,North Carolina,10488084,697588.1557,461830.8629,610521.8743,269635.7371,87066.28143,192195.1257,1534.857143,10.14285714,-10.85714286,8,0.661,1734.4,1918.59,1920.39,1907.06,1889.56,1764.85,1747.03
NE,2020/2/17,Nebraska,1934408,111604.7914,149796.1343,96926.05143,132889.6314,14678.74,16906.50286,0,0,5.285714286,0.285714286,0.731,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8,1967.95
NE,2020/2/24,Nebraska,1934408,139278.1471,152163.4914,122942.2957,135494.9243,16335.85143,16668.56714,0,0,9.285714286,-1.142857143,0.731,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8
NE,2020/3/2,Nebraska,1934408,136840.88,144736.3314,120467.5029,129644.4514,16373.37714,15091.88,0.142857143,0,10.57142857,-1.571428571,0.731,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36
NE,2020/3/9,Nebraska,1934408,140929.3257,119818.1086,125809.2271,105275.9543,15120.09857,14542.15429,2.285714286,0,-0.285714286,2.714285714,0.731,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57
NE,2020/3/16,Nebraska,1934408,147031.2329,59981.70143,129960.1843,31674.68143,17071.04857,28307.02,4.857142857,0,-26.85714286,11.28571429,0.731,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68
NE,2020/3/23,Nebraska,1934408,150487.8371,56878.14429,133673.4571,24064.13714,16814.38,32814.00714,8.142857143,0.285714286,-34,13.71428571,0.731,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36
NE,2020/3/30,Nebraska,1934408,137878.5014,55352.85429,122174.4243,22111.14143,15704.07714,33241.71286,36.57142857,0.857142857,-35.57142857,15,0.731,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43
NE,2020/4/6,Nebraska,1934408,137235.0471,51991.49857,122262.1243,21621.72,14972.92286,30369.77857,61,1.285714286,-39.28571429,15.42857143,0.731,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53
NE,2020/4/13,Nebraska,1934408,126441.97,63194.65714,112015.1129,24970.82571,14426.85714,38223.83143,97.57142857,1.571428571,-33.71428571,15.85714286,0.731,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97
NE,2020/4/20,Nebraska,1934408,151988.08,62770.20143,135573.9157,25123.05857,16414.16429,37647.14286,222.2857143,4,-27.14285714,14,0.731,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21
NE,2020/4/27,Nebraska,1934408,151471.07,61508.65143,136068.66,25554.69571,15402.41,35953.95571,375.8571429,3.142857143,-22.85714286,12,0.731,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34
NE,2020/5/4,Nebraska,1934408,153167.1543,76948.86714,136576.0957,32606.43286,16591.05857,44342.43429,358.5714286,1.714285714,-18.85714286,12.71428571,0.731,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38
NE,2020/5/11,Nebraska,1934408,138770.11,66761.76429,122485.72,31985.67714,16284.39,34776.08714,286.5714286,4.714285714,-19.57142857,12.28571429,0.731,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35
NE,2020/5/18,Nebraska,1934408,139211.0571,86067.88429,122068.9243,53890.17857,17142.13286,32177.70571,279.5714286,3.428571429,-14.14285714,10.42857143,0.731,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7
NE,2020/5/25,Nebraska,1934408,135656.94,87541.32286,121916.8557,58301.50857,13740.08429,29239.81429,281,3.285714286,-15.71428571,11.57142857,0.731,1780.07,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63
NE,2020/6/1,Nebraska,1934408,136491.67,107175.1029,121102.3657,79362.32143,15389.30429,27812.78143,223.2857143,2.428571429,-9,8.142857143,0.731,1830.86,1764.85,1747.03,1675.93,1686.93,1733.53,1685.4
NE,2020/6/8,Nebraska,1934408,157384.4714,118296.0557,140571.2586,91837.29286,16813.21286,26458.76286,152.2857143,4,-7.571428571,7.428571429,0.731,1833.02,1889.56,1764.85,1747.03,1675.93,1686.93,1733.53
NE,2020/6/15,Nebraska,1934408,148872.1229,128704.6571,133150.9971,101534.8057,15721.12571,27169.85143,154.5714286,4.142857143,-5.285714286,6.428571429,0.731,1782.18,1907.06,1889.56,1764.85,1747.03,1675.93,1686.93
NE,2020/6/22,Nebraska,1934408,144114.8086,120646.9,127833.2486,96872.28857,16281.56,23774.61143,155.2857143,3.285714286,-4.857142857,5.857142857,0.731,1735.17,1920.39,1907.06,1889.56,1764.85,1747.03,1675.93
NE,2020/6/29,Nebraska,1934408,123867.5029,104587.8514,109924.0286,83203.23429,13943.47429,21384.61714,147.1428571,2.428571429,-3.857142857,6,0.731,1734.4,1918.59,1920.39,1907.06,1889.56,1764.85,1747.03
NH,2020/2/17,New Hampshire,1359711,239581.6471,249997.5443,190713.11,190922.9457,48868.53714,59074.59857,0,0,4.857142857,1,0.603,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8,1967.95
NH,2020/2/24,New Hampshire,1359711,225617.9943,233664.0929,178168.7129,177078.0086,47449.28143,56586.08429,0,0,4.857142857,0.714285714,0.603,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8
NH,2020/3/2,New Hampshire,1359711,222545.4114,237450.1843,174764.8843,178306.9329,47780.52714,59143.25143,0.571428571,0,6,-0.428571429,0.603,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36
NH,2020/3/9,New Hampshire,1359711,236081.3357,209879.7,187812.2,154967.94,48269.13571,54911.76,0.428571429,0,2.714285714,1.571428571,0.603,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57
NH,2020/3/16,New Hampshire,1359711,243841.1514,88082.86714,194596.4086,35067.85143,49244.74286,53015.01571,9.428571429,0,-27.42857143,12.42857143,0.603,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68
NH,2020/3/23,New Hampshire,1359711,246443.6,82084.27714,196053.84,24862.47429,50389.76,57221.80286,20.14285714,0.285714286,-42.57142857,17.57142857,0.603,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36
NH,2020/3/30,New Hampshire,1359711,248431.9514,77444.95571,197162.6643,23404.30857,51269.28714,54040.64714,58.14285714,1,-44,19.14285714,0.603,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43
NH,2020/4/6,New Hampshire,1359711,242700.8286,73860.36714,191193.6686,21885.12714,51507.16,51975.24,44,2,-44.42857143,19.28571429,0.603,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53
NH,2020/4/13,New Hampshire,1359711,233759.1971,93532.36143,184353.9271,26022.08143,49405.27,67510.28,65.85714286,2.142857143,-39,18.85714286,0.603,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97
NH,2020/4/20,New Hampshire,1359711,247848.8343,95849.91571,197522.5957,27206.02143,50326.23857,68643.89429,67.71428571,3.142857143,-36.42857143,17.85714286,0.603,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21
NH,2020/4/27,New Hampshire,1359711,250275.2171,105308.2543,198000.9429,28413.45857,52274.27429,76894.79571,93.42857143,3.714285714,-31.42857143,16.14285714,0.603,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34
NH,2020/5/4,New Hampshire,1359711,285203.6443,125120.3043,230008.8829,34928.33714,55194.76143,90191.96714,79,6.714285714,-26.71428571,15.71428571,0.603,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38
NH,2020/5/11,New Hampshire,1359711,273749.1271,125963.2586,219465.4129,34750.79429,54283.71429,91212.46429,75,5.571428571,-23.28571429,14.14285714,0.603,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35
NH,2020/5/18,New Hampshire,1359711,257207.2286,155933.7057,204904.1814,60091.64286,52303.04714,95842.06286,79,5.285714286,-12.14285714,12,0.603,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7
NH,2020/5/25,New Hampshire,1359711,252965.9986,165423.6229,199741.7657,67827.11714,53224.23286,97596.50571,71.71428571,5.142857143,-10.85714286,12.85714286,0.603,1780.07,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63
NH,2020/6/1,New Hampshire,1359711,261105.0314,178511.4929,208522.6014,76634.53714,52582.43,101876.9557,56,5.857142857,-8,10.42857143,0.603,1830.86,1764.85,1747.03,1675.93,1686.93,1733.53,1685.4
NH,2020/6/8,New Hampshire,1359711,271070.51,180443.7686,216864.8014,79163.40429,54205.70857,101280.3643,39.28571429,4.857142857,-5.714285714,9.285714286,0.603,1833.02,1889.56,1764.85,1747.03,1675.93,1686.93,1733.53
NH,2020/6/15,New Hampshire,1359711,270334.7086,213726.0271,216080.0214,116487.8643,54254.68714,97238.16286,32.28571429,2.714285714,-0.285714286,7.285714286,0.603,1782.18,1907.06,1889.56,1764.85,1747.03,1675.93,1686.93
NH,2020/6/22,New Hampshire,1359711,277420.3486,214634.7586,219903.5729,119318.1486,57516.77571,95316.61,29,4,-0.857142857,8,0.603,1735.17,1920.39,1907.06,1889.56,1764.85,1747.03,1675.93
NH,2020/6/29,New Hampshire,1359711,258610.6471,201450.7314,203150.4,110927.5943,55460.24714,90523.13714,21.42857143,2,1.714285714,8.142857143,0.603,1734.4,1918.59,1920.39,1907.06,1889.56,1764.85,1747.03
NJ,2020/2/17,New Jersey,8882190,667317.81,697446.1571,521016.8086,520626.21,146301.0014,176819.9471,0,0,4.285714286,1.142857143,0.947,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8,1967.95
NJ,2020/2/24,New Jersey,8882190,669635.2686,682743.9,515458.6586,505796.4114,154176.61,176947.4886,0,0,3.142857143,-0.285714286,0.947,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8
NJ,2020/3/2,New Jersey,8882190,685202.3857,702255.2371,532133.4029,524830.7871,153068.9829,177424.45,0.714285714,0,5.714285714,-0.285714286,0.947,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36
NJ,2020/3/9,New Jersey,8882190,730276.0514,579024.0114,574447.6929,412412.8757,155828.3586,166611.1357,9.571428571,0.285714286,0.285714286,2.857142857,0.947,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57
NJ,2020/3/16,New Jersey,8882190,706967.3543,234782.7386,551145.7629,75958.90143,155821.5914,158823.8371,263.1428571,2.571428571,-33.71428571,16.42857143,0.947,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68
NJ,2020/3/23,New Jersey,8882190,734429.8014,207593.5829,574022.7571,46827.41571,160407.0443,160766.1671,1638.857143,20.14285714,-52.14285714,23.57142857,0.947,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36
NJ,2020/3/30,New Jersey,8882190,741788.5986,227258.64,580505.8429,50624.69143,161282.7557,176633.9486,3445.571429,108,-55.42857143,24.57142857,0.947,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43
NJ,2020/4/6,New Jersey,8882190,732097.2914,237594.5743,564755.4557,54784.42857,167341.8357,182810.1457,3477.857143,204.7142857,-61.85714286,25.42857143,0.947,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53
NJ,2020/4/13,New Jersey,8882190,697589.9386,259944.6886,548727.7286,54511.78857,148862.21,205432.9,3350.142857,287.4285714,-61,25.14285714,0.947,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97
NJ,2020/4/20,New Jersey,8882190,733229.1057,275851.54,573894.5957,55476.78286,159334.51,220374.7571,3391,225.1428571,-59.71428571,24,0.947,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21
NJ,2020/4/27,New Jersey,8882190,740822.5643,293726.6771,574118,60372.02571,166704.5643,233354.6514,2529.428571,276.1428571,-53.28571429,21.57142857,0.947,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34
NJ,2020/5/4,New Jersey,8882190,804232.6786,353655.6957,634146.2629,75593.98857,170086.4157,278061.7071,1715.714286,197.8571429,-48.85714286,20.85714286,0.947,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38
NJ,2020/5/11,New Jersey,8882190,786771.39,334514.0971,622135.5114,66716.04714,164635.8786,267798.05,1107.142857,158.1428571,-46,19.42857143,0.947,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35
NJ,2020/5/18,New Jersey,8882190,798999.0986,340209.9714,637390.3771,69932.51857,161608.7214,270277.4529,1092.857143,110.7142857,-43,18.57142857,0.947,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7
NJ,2020/5/25,New Jersey,8882190,760168.0914,351479.9471,602525.7257,76518.59429,157642.3657,274961.3529,898.7142857,80,-41,17.85714286,0.947,1780.07,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63
NJ,2020/6/1,New Jersey,8882190,805902.2,371583.9114,639073.9971,87167.46429,166828.2029,284416.4471,531.2857143,68.28571429,-37.85714286,15.85714286,0.947,1830.86,1764.85,1747.03,1675.93,1686.93,1733.53,1685.4
